               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 474,           0.0089599,            0.005045,          7.9932e-05,             0.99907,                   1,               0.995,             0.98201,           0.0056018,           0.0018894,          6.4594e-05,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0089384,           0.0049822,           0.0001338,             0.99907,                   1,               0.995,             0.97939,            0.005562,           0.0018992,          6.3963e-05,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0091232,           0.0050151,          0.00026923,             0.99909,                   1,               0.995,             0.98079,           0.0054817,           0.0018897,          6.3992e-05,            0.000595,            0.000595,            0.000595
                 477,           0.0090394,           0.0049417,          9.1793e-05,             0.99911,                   1,               0.995,             0.98118,           0.0053755,            0.001867,          6.3887e-05,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0087634,            0.005367,          0.00010181,             0.99913,                   1,               0.995,             0.98145,           0.0053258,           0.0018527,           6.394e-05,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0093035,           0.0054163,          0.00016459,             0.99911,                   1,               0.995,             0.98223,           0.0052972,            0.001846,          6.3809e-05,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0092238,           0.0050373,          0.00013058,              0.9991,                   1,               0.995,             0.98292,           0.0052953,           0.0018577,           6.352e-05,           0.0005158,           0.0005158,           0.0005158
                 481,           0.0086796,           0.0051593,          0.00013957,             0.99911,                   1,               0.995,             0.98211,           0.0053764,           0.0018607,          6.3639e-05,            0.000496,            0.000496,            0.000496
                 482,           0.0086133,           0.0048695,          0.00013726,             0.99912,                   1,               0.995,             0.98136,           0.0053995,           0.0018511,          6.3516e-05,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0084583,           0.0050218,          7.6625e-05,             0.99913,                   1,               0.995,             0.98305,           0.0053653,           0.0018518,          6.3182e-05,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0084947,           0.0050453,          0.00012069,             0.99912,                   1,               0.995,             0.98335,           0.0053659,           0.0018701,           6.255e-05,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0089926,           0.0048422,          0.00011051,             0.99912,                   1,               0.995,              0.9827,           0.0053686,           0.0018841,          6.1733e-05,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0095631,           0.0056227,          9.8512e-05,             0.99911,                   1,               0.995,             0.98369,           0.0053869,             0.00189,          6.1586e-05,            0.000397,            0.000397,            0.000397
                 487,           0.0092401,           0.0053306,          0.00012433,             0.99912,                   1,               0.995,             0.98212,           0.0052648,           0.0018812,          6.0838e-05,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0083279,           0.0049709,          6.9155e-05,             0.99913,                   1,               0.995,             0.98196,           0.0052424,           0.0018812,          6.0433e-05,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0095113,           0.0055743,          0.00012213,             0.99913,                   1,               0.995,             0.98285,           0.0052555,           0.0018813,          6.0219e-05,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0088362,           0.0054699,          9.5514e-05,             0.99914,                   1,               0.995,             0.98358,           0.0052733,           0.0018922,           6.016e-05,           0.0003178,           0.0003178,           0.0003178
                 491,            0.008955,           0.0051064,          0.00019125,              0.9991,                   1,               0.995,             0.98338,           0.0052159,           0.0018903,           5.992e-05,            0.000298,            0.000298,            0.000298
                 492,           0.0095519,           0.0051199,          0.00010301,             0.99912,                   1,               0.995,             0.98258,            0.005202,           0.0018768,          6.0387e-05,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0092426,           0.0054184,          0.00020096,             0.99913,                   1,               0.995,             0.98181,           0.0052367,            0.001861,          6.0693e-05,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0085181,           0.0053311,          0.00012548,             0.99914,                   1,               0.995,             0.98402,           0.0052041,           0.0018495,          6.0547e-05,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0088239,           0.0054987,          0.00016447,             0.99913,                   1,               0.995,             0.98254,            0.005225,           0.0018382,          6.0586e-05,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0089733,           0.0049171,          0.00020321,             0.99913,                   1,               0.995,             0.98189,           0.0052264,            0.001842,          6.0562e-05,            0.000199,            0.000199,            0.000199
                 497,           0.0092269,           0.0053689,           0.0001163,             0.99911,                   1,               0.995,             0.98128,           0.0052472,           0.0018486,          5.9932e-05,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0092612,           0.0050945,          0.00021864,             0.99911,                   1,               0.995,             0.98158,           0.0052661,           0.0018598,          5.9909e-05,           0.0001594,           0.0001594,           0.0001594
                 499,           0.0086612,           0.0048687,          9.7679e-05,             0.99912,                   1,               0.995,             0.98148,           0.0052609,           0.0018603,          6.0296e-05,           0.0001396,           0.0001396,           0.0001396
